ward_off_by_earnest_prayer	deprecor
make_ashamed	pudeo
pursuing	sequax
following	sequax
malea	malea
striving_equal	aemulus

go_before	praeeo
vomit	revomo
vomit_back_or_up	revomo
the_top	summum
drunk	madidus
wet	madidus
moist	madidus
purple_stripe_on_the_tunic 	clavus
nail	clavus
tiller	gubernaculum
helm	gubernaculum
cast_down	deturbo
an_oar_blade	palmula
small_palm	palmula
on_the_left	laeva
menoetes	menoetes
director	rector
plow	sulco
leap_back_or_again	resulto
resound	consono
sound_loudly	consono
sound_at_once_or_together	consono
beating_or_blow_with_whip	verber
whip	verber
charioteer	auriga
yoked	biiugus
of_two_horse_team	biiugus
speaker's_platform	rostrum
prow	rostrum
beak	rostrum
cut	infindo

the_arm	lacertus
induce	adduco
lead_to	adduco
leap_or_spring_forth	prosilio
become_bright	nitesco
of_the_poplar_tree	populeus
seabird	mergus
gull	mergus
open_the_sun	apricus
the_northwest_wind	caurus
corus_or_caurus	caurus
cluentius	cluentius
centaur	centaurus
of_sergius	sergius
line	versus
threefold	triplex
chimaera	chimaera
memmius	memmius
sea_monster	pristis
enter	ineo
talent	talentum
circle	circus
bordering	finitimus
phaëthon	phaethon
live_coal	pruna
acheron	acheron

or_make_black	nigro
tutelar_deity	genius
the_birth_spirit	genius
devour	depasco
slippery	levis
smooth	levis
brightness	fulgor
flash	fulgor
lightning	fulgor
scale_of_fishes	squama
calmly	placide
gently	placide
7_each	septeni
circle	gyrus
imperative	salveo
well	salveo
bowl	carchesium
large_drinking_vessel_with_two_handles	carchesium
pure_undiluted	merus
mature	maturus
helymus	helymus
girdle_of_venus	caestus
thongs_or_straps_loaded_with_lead	caestus
dyspeptic	crudus
raw	crudus
bloody	crudus
apply	adhibeo
create	genero
sire	genero
every_year	quotannis
the_set_piece_at_banquet	pompa
parade	pompa
procession	pompa
understand	deprehendo
seize	deprehendo
catch	deprehendo
respected	honoratus
yearly	annuus
of_the_year	annuus
call	advoco
summon	advoco
crinisus	crinisus
bear	ursa
she_bear	ursa
libyan	libystis
an_arrival	adventus
rise_together	consurgo
evening_star	vesper
evening	vesper
across_the_path_or_course	transversus
make_solemn_promise	spondeo
bend	obliquo
why	quianam
slip	dilabor
dis	dis
fly_down	devolo
dewy	roscidus
dew_covered	roscidus
condemn	damno
proserpina	proserpina
iris	iris
death	obitus
going_down	obitus
downfall	obitus
difficult	difficilis
the_elbow	cubitum
make_dry	sicco
half_alive	semianimis
breath	halitus
breathing	halitus
fraud	fraus
shout	clamo
call	clamo
fist	pugnus
talon	unguis
claw	unguis
fingernail	unguis
yelling	ululatus
wailing	lamenta
imprint	imprimo
apply_with_pressure	imprimo
excessively	nimium
very_clear	praeclarus
loosen_completely	exsolvo
frenzied	furibundus
raging	furibundus
burst_in	irrumpo
cheek	gena
mark	interfundo
besprinkle	interfundo
pour_between	interfundo
spot	macula
frantic	efferus
savage	efferus
an_undertaking	coeptum
thing_begun	coeptum
old_woman	anilis
funeral_pyre	rogus
expiatory	piaculum
an_expiation	piaculum
pertaining_river_or_stream	fluvialis
barce	barce
as_soon_as_possible	quam
call_down_good_or	imprecor
report	trado
hand_over	trado
implore	imploro
exiled	extorris
attack	vexo
annoy	vexo
reckless	audax
bold	audax
limit	terminus
boundary_line	terminus
gutter	trivium
crossroads	trivium
the_inferior	forus
gangway_between_the_rowing_benches_of_ship	forus

grace	decet
become	decet
adorn	decet
pertaining_ships	navalis
naval	navalis
new_comer	advena
wow	pro

yellow	flaveo
an_oarsman	remex
grow_white	albesco
mirror	speculum
tithonus	tithonus
eagerness	ardor
heat	ardor
burning	ardor
halter	retinaculum
that_which_holds_back	retinaculum
flashing	fulmineus
scabbard	vagina
awake	vigilo
fickle	mutabilis
changeable	mutabilis
come_on_away	heia
shine	conluceo
lighted_up	conluceo
shine_on_every_side	conluceo
wholly_shining	conluceo
incite	concito
color	color
groans	questus
moaning	questus
complaining	questus
sychaean	sychaeus
pertaining_sychaeus	sychaeus
pass	dego
lacking	expers
pertaining_laomedon	laomedonteus
ruined	perditus
gratitude	gratia
influence	gratia
favor	gratia
therefore	igitur
refuse_scornfully	dedignor
laugh_at	irrideo
one_who_asks	procus

place_one’s_self_in_or_upon_thing	insisto
wave	fluctuo
still	silens
bramble	dumus
melodious	liquidus
liquid	liquidus
clear	liquidus
loosen	recingo

mill	mola
carry_off	praeripio
snatch	praeripio
pubescent	pubens
harvest	meto
sickle	falx
scythe	falx
avernian	avernus
of_avernus	avernus
hecate	hecate
of_threefold_birth	tergeminus
chaos	chaos
the_future	futurum
funereal	funereus
fringe	praetexo
weave_in_front	praetexo
paleness	pallor
couch	lectus
bed	lectus
funeral_pile	pyra
or_magicians	magicus
pertaining_magi	magicus
the_poppy	papaver
sleep_bearing	soporifer
hesperis	hesperis
fitting	aptus
appropriate	aptus
fitted_to	aptus
ethiopian	aethiops
of_or_belonging_ethiopia	aethiops

wish_joy_to	grator
decide	decerno
determine	decerno
conceive	concipio
produce	concipio
dira	dira
thebes	thebae
pentheus	pentheus
eumenides	eumenides
terrify	horrifico
make_shudder	horrifico
make_rough	horrifico
terrifying	terribilis
prediction	praedictum
thing_foretold	praedictum
owl	bubo
pertaining_the_dead	feralis
fleece	vellus
marble	marmor
grow_dark	nigresco
become_or_turn_black	nigresco
incense_burning	turicremus
it_makes_tired	taedet
steady	assiduus
established	assiduus
cover	consterno
strew_over	consterno
from_there	illinc
blast	flatus
wind	flatus
blowing	flatus
pertaining_the_alps	alpinus
old	annosus
aged	annosus
stop	obstruo
build_before_or_against	obstruo
pile_on	cumulo
heap_up	cumulo
space	spatium
pluck_out	revello
pull_back	revello
take_an_oath	iuro
swear	iuro
aulis	aulis
unacquainted_with	inexpertus
chastise	castigo
crops	frumentum
grain	frumentum
thrust	trudo
large	grandis
full_grown	grandis
path	callis
carry	convecto
pile	acervus
heap	acervus
spelt	far
an_ant	formica
depart	migro
go	migro
unfashioned	infabricatus
unwrought	infabricatus
anoint	unguo
persist	exsequor
accomplish	exsequor
follow	exsequor

cause_totter_or_waver	labefacio
of_marble	marmoreus
sink_down	conlabor
fail	conlabor
slip_or_fall_together	conlabor
separate	seduco
lead_apart_or_away	seduco
punishment	supplicium
refute	refello
disparage	refello
stir_up	sollicito
seer	augur
prefer	antefero
bear_before	antefero
whether	num
reserve	reservo
tiger	tigris
of_or_from_hyrcanus	hyrcanus
caucasus	caucasus
voluntarily	sponte
complaint	querela
cease	desino
leave_off	desino
act_illegally	fraudo
cheat	fraudo
defraud	fraudo
remind	admoneo
admonish	admoneo
fiery	igneus
hide	operio
cover	operio
gryneian	gryneus
of_gryni	gryneus
rebuilt	recidivus
returning	recidivus
falling_back	recidivus
free_will	spons
theft	furtum
spirit	spiritus
breath	spiritus
elissae	elissa
it_disgusts	piget
deserve	promereor
merit_for_one's_self_by_favors_given	promereor
enumerate	enumero
count_out_or_completely	enumero
press	obnitor
advice	monitum
counsel	monitum
an_admonition	monitum
entirely	omnino
very_small	parvulus
twig	suboles
shoot	suboles
destroy	destruo
since	quoniam
ready_die	moribundus
nomas	nomas
because_of	propter
another's	alienus
unrelated	alienus
strange	alienus
withdraw	decedo
move_away	decedo
false	perfidus
treacherous	perfidus
faithless	perfidus
cithaeron	cithaeron
nocturnal	nocturnus
the_rites_of_bacchus	orgia
triennial	trietericus
rouse	stimulo
spur	stimulo
thyias	thyias
poor	inops
lacking	inops
movement	motus
motion	motus
feel_beforehand	praesentio
perform	facesso
do_effectively	facesso
swifter	ocior
mnestheus	mnestheus
weigh_or_consider_one_thing_after_another	alterno
alternate_by_turns	alterno
do_by_turns	alterno
there	illuc
origin	exordium
beginning	exordium
address	adfatus
speaking_to	adfatus
encompass	ambio
aim_at	ambio
strive_for	ambio
go_round	ambio
an_admonition	monitus
silent	obmutesco
become_speechless_or_dumb	obmutesco
disappear	evanesco
heir	heres
leisure	otium
use_up	tero
wear_away	tero
rub	tero
commission	mandatum
order	mandatum
subservient_wife	uxorius
pertaining_wife	uxorius
web	tela
cloak	laena
an_upper_garment	laena

sharp_pointed_shellfish_from_which_was_obtained_the_tyrian_purple	murex
the_murex_or_purple_fish	murex
jasper	iaspis
precious_stone_of_greenish_hue	iaspis

stud_with_stars	stello
cover_over_with_stars	stello
renew	novo
make_new	novo
found	fundo
sole_of_the_foot	planta
twig	planta
sprout	planta
winged	alatus
sandy	harenosus
abounding_in_fish	piscosus
bird	avis
cyllenian	cyllenius
ice	glacies
old_man	senex
snow	nix
pine_bearing	pinifer
constantly	adsidue
perpetually	adsidue
reinforce	fulcio
fortify	fulcio
strengthen	fulcio
swim_or_sail_across	trano
fould	turbidus
confused	turbidus
leaning_on	fretus

unseal	resigno
the_underworld	tartarus
tartarus	tartarus
the_infernal_regions	tartarus
summon	evoco
call_out	evoco
stick	virga
blast	flamen
gust	flamen
winged_sandals	talaria
sandals	talaria
sum	summa
peak	summa
envy	invideo
heavy	gravidus
claim	vindico
for_this_reason	ideo
mercurius	mercurius
plunder	raptum
damp	madeo
wet	madeo
turban	mitra
headband	mitra
chin	mentum
of_maeonia	maeonius
suite	comitatus
an_accompanying_or_following	comitatus
half_man	semivir
payment	pretium
value	pretium
price	pretium
little	exiguus
small	exiguus
affright	terrifico
lenaeus	lenaeus
mauretanian	maurusius
moorish	maurusius
harsh	amarus
bitter	amarus
rumor	rumor
bloom	floreo
watch	excubiae
the_keeping_of_watch	excubiae
of_the_garamantes	garamantis
garamantian	garamantis
zeus_ammon	hammon
pile_up	aggero

sway_(opinions	detorqueo
turn_aside	detorqueo
turn_away	detorqueo
unworked	infectus
not_done	infectus
manifold	multiplex
having_many_folds	multiplex
messenger	nuntia
tenacious	tenax
crooked	pravus
falsehood	fictum
affright	territo
fill_with_alarm	territo
of_the_eyes	declino
turn_down_or_away	declino
raise_up	subrigo
agile	pernix
bear	progigno
beget	progigno
coeus	coeus
maintain	perhibeo
hold_persistently	perhibeo
exasperate	inrito
seek_in_addition	adquiro
swiftness	mobilitas
moveableness	mobilitas
fast	velox
protect	praetego
cover_over	praetego
furtive	furtivus
secret	furtivus
shine	fulgeo
bridal_	pronuba
presiding_over_marriage	pronuba
aiding_in_marriage_rites	pronuba
go_by	praetereo
dusty	pulverulentus
covered_with_dust	pulverulentus
broad	patens
open	patens
goatish_smell	capra
she_goat	capra
shine_forth	eniteo
of_or_from_the_agathyrsi	agathyrsus
dryopes	dryopes
cretan	cres
come	inviso
maternal	maternus
delos	delos
stream	fluentum
lycia	lycia
clasp	fibula
bind	nodo
tie_with_knot	nodo
border	limbus
_horse	sonipes
delay	cunctor
keen_scented	odorus
horseman	eques
libyan	massylus
massylian	massylus
hunting_spear	venabulum
snare	plaga
net	plaga
trap	rete
net	rete
brightness	iubar
find_out	reperio
laugh	rideo
against	adversor
desire	voluntas
thunder	tonitrus
pour_inor_upon	infundo
toils	indago
an_inclosing_or_surrounding_of_the_woods_with_the_hunting_nets	indago
hail	grando
black	nigrans
beam	radius
ray	radius
titan	titan
rising	ortus
birth	ortus
pertaining_tomorrow	crastinus
go_hunting	venor
hunt	venor
brought_together	confio
approve	probo
prefer	malo
deny	abnuo
refuse	abnuo
pertaining_dowry	dotalis
agree	paciscor
feel	persentio
feel_deeply	persentio
as_soon_as	simulac
interrupt	interrumpo
break_asunder	interrumpo
defense	propugnaculum
in_turn	vicissim
stick	harundo
reed	harundo
fatal	letalis
deadly	letalis
pasture	saltus
fleeting	volatilis
able_fly	volatilis
cretan	cressus
hind	cerva
middle	medulla
marrow	medulla
eat	edo
entrails	exta
plan	consulo
consult	consulo
inspect	inhio
gape_at_or_over	inhio
walk_about	spatior
cow	vacca
law_bringing	legifer
hoe	bidens
mattock	bidens
set_on_fire	inflammo
ignite	inflammo
ample	impensus
yielding	tractabilis
indulgent	tractabilis
rainy	aquosus
abounding_in_water	aquosus
rage	desaevio
rage_furiously	desaevio
bind	innecto
of_or_from_the_barcaei	barcaeus
thirst	sitis

unfriendly	inhospitus
riding_without_bridle	infrenus
unbridled	infrenus
numidian	numida
that_can_not_surmounted	insuperabilis
gaetulus	gaetulus
fight	pugno
agreeable	placitus
africa	africa
iarbas	iarbas
continuous	perpetuus
decency	pudor
erebus	erebus
pale	palleo
force_to	adigo
drive_to	adigo
feeling	sensus
fraternal	fraternus
succumb	succumbo
fall_down	succumbo
torch	taeda
it_wearies	pertaedet
yoked	iugalis
accuse	arguo
declare	arguo
dream	insomnium
sleeplessness	insomnium
anna	anna
sound	sanus
of_one_mind	unanimus
vein	vena
recount	renarro
relate_again	renarro
relief	levamen
an_alleviation	levamen
joyless	inlaetabilis
drepanum	drepanum
of_lilybaeum	lilybeius
selinus	selinus
full_of_palm_trees	palmosus
breeder	generator
one_who_begets	generator
display	ostento
acragas	acragas
gela	gela
of_gela	gelous
belonging_gela	gelous
camarina	camarina
inscribe	rado
scratch	rado
shave	rado
projecting	proiectus
helorus	helorus
stagnant	stagno
very_fat	praepinguis
pour_together	confundo
arethusa	arethusa
beneath	subter
below	subter
elis	elis
alpheus_river	alpheus
stormy	undosus
billowy	undosus
plemyrium	plemyrium
stretch_forth	praetendo
hold_out_before	praetendo
sicanian	sicanus
sicilian	sicanus
back	retrorsus
backwards	retrorsus
pass_by	relego
gather_again	relego
thapsus	thapsus
of_or_belonging_megara	megarus
pantagias	pantagias
pass	praetervehor
go_by	praetervehor
the_god_of_the_north_wind	boreas
sail	linteum
sailcloth	linteum
napkin	linteum
linen_cloth	linteum
cypress	cyparissus
cone_bearing	conifer
an_oak_tree	quercus
aetnaean	aetnaeus
of_aetna	aetnaeus
call_forth	excio
rouse_up_or_forth	excio
summon	excio
roar	immugio
bellow_within	immugio
powerful	potis
power	potestas
grasp_at	adfecto
strive_after	adfecto
cut	incido
cut_upon	incido
cut_into	incido
gnash	infrendeo
wash	lavo
running	fluidus
flowing	fluidus
solace	solamen
means_of_consoling	solamen
pleasure	voluptas
sheep	ovis
pine_tree	pinus
stripped_of_its_branches	truncus
take_away	adimo
more	potius
rather	potius
sell	addico
pronounce_for	addico
look_at	conlustro
cast_light_upon	conlustro
the_cornel_cherry_or_cornel_berry	cornum
stony	lapidosus
pearl	baca
berry	baca
tremble	tremesco
begin_tremble	tremesco
the_national_lustrum_or_atoning_sacrifice	lustrum
purifying_atonement	lustrum
commonly	vulgo
squeeze	presso
press_hard	presso
wool_bearing	laniger
polyphemus	polyphemus
light	lampas
pertaining_phoebeus_or_apollo	phoebeus
wild	torvus
stern	torvus
mix_together	commisceo
bend	inflecto
moreover	quidem
with_impunity	impune
tooth	dens
chew	mando
swim	nato
sprinkle_upon	aspergo
easy_approached	adfabilis
adamastus	adamastus
achaemenides	achaemenides
put_down	depono
pledge	pignus
plunge_into	immergo
of_danaus	danaus
lead/take_away	abduco
breathable	spirabilis
vital	spirabilis
terrify	conterreo
frighten_greatly	conterreo
little	paulum

thorn	spina
dirt	inluvies
that_which_is_deposited_by_washing	inluvies
mode_of_life	cultus
dress	cultus
civilization	cultus
cultivation	cultus
finish	conficio
emaciation	macies
remove	dimoveo
move_apart_or_away	dimoveo
moist	umeo
wet	umeo
the_dawn_god	eous
eous	eous
gloomy	intempestus
unpleasant	intempestus
unseasonable	intempestus
rain_clouds	nubila
starry	sidereus
heaven	aethra
serene_sky	aethra
the_cloudless_air	aethra
shining	lucidus
bright	lucidus
cover	subtexo
veil_or_cover_from_below	subtexo
weave_beneath	subtexo
tremble	intremo
whenever	quotiens
how_many_times	quotiens
forge	caminus
furnace	caminus
stove	caminus
half_burned	semustus
enceladus	enceladus
boil_up	exaestuo
melt	liquefacio
dissolve	liquefacio
vomit	eructo
belch_out	eructo
globe	globus
any_body_of_spherical_form	globus
ashes	favilla
brillant	candeo
shine	candeo
of_pitch	piceus
pitch_black	piceus
thunder	tono
going_near_to	accessus
cyclops	cyclops

moist_with_dew	roro
dash_forth	elido
kill	elido
crush	elido
sink_down	desido
troop	cohors
band	cohors
cohort	cohors
send_forth_loud	rudo
undoubtedly	nimirum
hit	pulso
aetna	aetna
scylaceum	scylaceum
shipwrecking	navifragus
caulon	caulon
of_lacinium	lacinius
tarentum	tarentum
herculean	herculeus
of_hercules	herculeus
graiugena	graiugena
sail_yard	antenna
turn_towards	obverto
connected	continuus
with_resounding_arms	armisonus
of_one_mind	concors
reins	frenum
bridle	frenum
horse	quadrupes
on_all_fours	quadrupes
four_footed	quadrupes
become_accustomed	suesco
snowy	nivalis
shining	candor
turreted	turritus
craggy_or_pointed_rock	cautes
spray	aspargo
sprinkling_upon	aspargo
bend	curvo
south_eastern	eurous
become_frequent	crebresco
greet	saluto
humble	humilis
begin_glow	rubesco
grow_or_turn_red	rubesco
stand_firm	consto
remain_unchanged	consto
agree	consto
censure	noto
sign	noto
mark	noto
hunt_for_legacies	capto
seize	capto
slow	segnis
hour	hora
overshadow	umbro
ceraunia	ceraunia
near_by_birth	cognatus
finish	perago
appear	oborior
arise	oborior
growing_up	pubesco
of_the_same_age	aequalis
equal	aequalis
woven	textilis
mantle_or_cloak_of_woolen_cloth	chlamys
the_cross_thread	subtemen
that_which_is_woven_under_or_passed_under_or_across_the_warp_in_weaving	subtemen
embroidered	picturatus
adorned_with_painting	picturatus
departure	digressus
going_away	digressus
beyond	ultra
necessary	necesse
glide	praeterlabor
seize	arripio
snatch	arripio
ausonia	ausonia
consider_worthy	digno
supply	suppleo
fill_up	suppleo
crest	crista
the_metallic_point_or_apex_of_helmet	conus
cone	conus
triple	trilix
of_three_threads	trilix
hook	hamus
hauberk	lorica
corselet_of_any_material	lorica
leather_corselet	lorica
kettle_or_caldron	lebes
dodonaean	dodonaeus
of_dodona	dodonaeus
control	impero
command	impero
elephant	elephantus
willing	volens
loss	dispendium
expenditure	dispendium
sibylla	sibylla
without_advice	inconsultus
situation	situs
fly_around	volito
but_indeed	verum
transcribe	describo
describe	describo
note	nota
mark	nota
avernus	averna
of_cumae	cumaeus
cumaean	cumaeus
the_three_cornered_land	trinacria
willing	libens
foresight	prudentia
resound	resono
dog	canis
deprived_of_beauty	informis
shapeless	informis
once	semel
how	quam
as	quam
than	quam
turn_far_round	circumflecto
bend_around	circumflecto
pachynum	pachynus
coda	cauda
the_tail	cauda
dolphin	delphinus
semonster	pistrix
next	posterus
stretch_or_thrust_forth	exserto
hold_together	cohibeo
beat	verbero
flog	verbero
whip	verbero
one_after_the_other	alternus
erect	erigo
set_up	erigo
absorb	sorbeo
suck	sorbeo
an_abyss	barathrum
charybdis	charybdis
unappeased	implacatus
scylla	scylla
flow_between	interluo
wash_between	interluo
separate	diduco
draw_apart	diduco
tear_off	abscindo
rent_asunder	dissilio
burst_asunder	dissilio
spring_apart	dissilio
age	vetustas
remote	longinquus
circle	circuitus
circuit	circuitus
pelorus	pelorus
open	raresco
part_or_begin_stand_open	raresco
become_thin	raresco
bring_to	admoveo
move_to	admoveo
pure	castus
cover_up	adoperio
across	trans
petelia	petelia
philoctetes	philoctetes
of_meliboea	meliboeus
cretan	lyctius
lyctian	lyctius
of_lyctus	lyctius
of_or_from_the_sallentini	sallentinuus
of_or_from_locri	locrus
locrian	locrus
of_naryx	narycius
repose	requies
lie	recubo
extended	recubo
recline	recubo
lying_back_or_down	recubo
the_holm_oak	ilex
of_the_seashore	litoreus
littoral	litoreus
worried	sollicitus
circe	circe
aeaean_or_colchian	aeaeus
of_aeae	aeaeus
that_which_lies_beneath	infernus
lower	infernus
of_oars	lento
make_flexible	lento
welcoming	hospitus
that	quo
authority	auspicium
divination	auspicium
prevail_upon	exoro
entreat	exoro
pray_effectually	exoro
denounce	denuntio
prognostic	prodigium
treasured_up	repositus
replaced	repositus
successful	prosper
auspicious	prosper
favorable	prosper
fleet	praepes
swift	praepes
hastening_before	praepes
clarian	clarius
of_claros	clarius
tripod	tripus
three_footed_vessel_or_seat	tripus
mediator	interpres
an_agent_between_parties	interpres
of_trojan_descent	troiugena
beg	quaeso
linen	carbasus
fill	inflo
blow_into	inflo
middle	medium
enjoy	fruor
stream	rivus
brook	rivus
in_vain	incassum
maternal_uncle	avunculus
manly	virilis
anyone_anything	ecquid
whether_any	ecquis
who	quisnam
chaon	chaon
chaonia	chaonia
orestes	orestes
bear_or_convey_across_or_over	transmitto
send_across	transmitto
spartan	lacedaemonius
lacedaemonian	lacedaemonius
hermione	hermione
pertaining_leda	ledaeus
give_birth_to	enitor
strive	enitor
struggle	enitor
haughtiness	fastus
achillean	achilleus
of_achilles	achilleus
bed	cubile
couch	cubile
master	erus
an_owner	erus
allotment	sortitus
drawing_of_lots	sortitus
hostile	hostilis
modest	demissus
hanging_down	demissus
eject	deicio
throw_down	deicio
gape	hisco
bring_to	affero
warmth	calor
alarm	exterreo
frighten	exterreo
turf	caespes
go_forward	progredior
husband	maritus
helenus	helenus
priamides	priamides
anticipate	occupo
seize	occupo
incredible	incredibilis
buthrotum	buthrotum
chaonian	chaonius
of_chaonia	chaonius
epiros_or_epirus	epiros
put_out_of_sight	abscondo
phaeaces	phaeaces
pertaining_the_air	aerius
thwart	transtrum
cross_timber	transtrum
equipment	gestamen
that_which_is_carried	gestamen
raise	aspero
make_rough	aspero
icy	glacialis

roll_round	circumvolvo
place_for_wrestling_or_exercise	palaestra
olive_oil	oleum
game	ludus
pertaining_actium	actius
unhoped_for	insperatus
throw	iacio
dread	formido
in_dread	formido
point	cacumen
leucat	leucates
then	mox
soon	mox
execrate	exsecror
curse_bitterly	exsecror
mother	altrix
nurse	altrix
of_laertes	laertius
ithaca	ithaca
neritos	neritos
same	same
dulichium	dulichium
zacynthus	zacynthus
woody	nemorosus
helmsman	gubernator
tear_down	deripio
snatch_away	deripio
battlements	minae
threats	minae
beg	exposco
ask_importunately	exposco
cold	derigesco
grow_completely_stiff	derigesco
feather	penna
wing	penna
cheek	mala
consume	ambedo
eat_round	ambedo
before	antequam
fury	furia
foretell	praedico
say_beforehand	praedico
laomedontiades	laomedontiades
bullock	iuvencus
young_bull	iuvencus
lofty	praecelsus
very_high	praecelsus
half_eaten	semesus
down	pluma
feather	pluma
ill_boding	obscenus
filthy	obscenus
misenus	misenus
watch_tower	specula
lookout	specula
distribute	dispono
arrange	dispono
place	dispono
proclaim	edico
make_known	edico
vile	taeter
disagreeable	taeter
foul	immundus
unclean	immundus
touch	contactus
touching_together_or_upon	contactus
fear_inducing	horrificus
terrible	horrificus
banquet	epulor
raise	exstruo
erect	exstruo
build_up	exstruo
pertaining_goats	caprigenus
enter	intro
excrement	proluvies
flowing_forth	proluvies
foul	foedus
bird	volucris
pertaining_styx	stygius
stygian	stygius
pertaining_phineus	phineius
harpyia	harpyia
celaeno	celaeno
ionian	ionius
ionic	ionius
strophades	strophades
sailor	nauta

rise_to	insurgo
4th	quattuor
4	quattuor
mist	caligo
palinurus	palinurus
determine	discerno
distinguish_one_thing_from_another	discerno
make_cuts	aufero
take_away	aufero
sprinkle	dispergo
continuously	continuo
immediately	continuo
of_the_sea	inhorresco
rough	inhorresco
above	supra
celebrate_an_ovation	ovo
shout	ovo
stretch	portendo
cheat	decipio
deceive	decipio
accomplish	perficio
complete	perficio
on_the_back	supinus
vision	visum
astonished	attonitus
of_dicte	dictaeus
italian	ausonius
ausonius	ausonius
corythus	corythus
doubt	dubito
hesitate	dubito
iasius	iasius
dardanus	dardanus
delian	delius
of_delos	delius
traverse	permetior
measure_completely	permetior
confer	defero
report	defero
carry_away	defero
insert	insero
fasten_or_put_in	insero
animal	animal
pray	precor
beg	precor
wither	areo
dry	areo
sirius	sirius
unfruitful	sterilis
unproductive	sterilis
death_bringing	letifer
pestilence	lues
pitied	miserandus
dragging	tractus
emaciated	tabidus
melting_away	tabidus
occupied_with	operor
work	operor
almost	fere
fireplace	focus
love	amo

glide_to	adlabor
curetes	curetes
ancestor	proavus
great_grandfather	proavus
struggle	certamen
contest	certamen
of_ships	nauticus
sow_or_plant	consero
cyclades	cyclades
paros	paros
olearos	olearos
donus	donusa
naxos	naxos
rage	bacchor
revel	bacchor
ortygia	ortygia
idomeneus	idomeneus
paternal	paternus
white	albus
due	meritus
deserved	meritus
cretan	cretaeus
of_crete	cretaeus
distant	disto
stand_apart	disto
of_gnosus	gnosius
mistress	domina
corybantian	corybantius
mountain_in_phrygia	cybelus
protectress	cultrix
an_inhabitant	cultrix
of_pergamum	pergamenus
not_yet	nondum
of_rhoeteum	rhoeteus
remember	recordor
fruitful	uber
fertile	uber
inhabit	habito
birthplace	cunabula
cradle	cunabula
crete	creta
monument	monumentum
memorial	monumentum
seek_out	exquiro
place_under	sumitto

kettle	cortina
caldron	cortina
low	mugio
of_thymbr	thymbraeus
encircle	redimio
anius	anius
scorn	contemno
despise	contemno
gyaros	gyaros
myconos	myconos
bow_bearing	arcitenens
pertaining_the_aegean	aegaeus
aegean	aegaeus
nereis	nereis
creak	crepito
make_rattling_noise	crepito
milk	lac
small	cymbium
tepid	tepidus
warm	tepidus
manes	manes
heap_upon	aggero
bear_to	aggero
soil	polluo
sever	abrumpo
break_off	abrumpo
in_triumph	victrix
female_conqueror	victrix
pertaining_agamemnon	agamemnonius
blockade	obsidio
siege	obsidio
distrust	diffido
northern	threicius
thracian	threicius
nourish	alo
entrust	mando
dangerous	anceps
unsettled	anceps
two_headed	anceps
grow_up	incresco
grow_in	incresco
spear	iaculum
thing_hurled	iaculum
made_of_iron	ferreus
polydorus	polydorus
flow	mano
drip	mano
log_or_post	stipes
bloodshed	cruor
blood	cruor
strange	externus
foreign	externus
outside	externus
commit_crime	scelero
tear	lacero
disastrous	lacrimabilis
piteous	lacrimabilis
express	eloquor
speak_out	eloquor
strive	obluctor
exertion	nisus
pressure	nisus
favor	secundo
aid	secundo
correctly	rite
duly	rite
with_the_proper_rites	rite
preside_over	praesideo
sit_before	praesideo
pertaining_the_getae	geticus
gradivus	gradivus
rustic	agrestis
rural	agrestis
venerate	veneror
cork	cortex
shell	cortex
bark	cortex
osier	vimen
flexible_twig	vimen
slow	lentus
sticky	lentus
flexible	lentus
come_together	coeo
defile	maculo
stain	maculo
spot	maculo
gore	tabum
putrid_blood	tabum
corrupt_matter	tabum
drop	gutta
run	liquor
in_liquid_state	liquor
root	radix
frondens	frondeo
bear_or_put_forth_leaves	frondeo
leafy	frondeo
branch	ramus
green	viridis
myrtle	myrtus
thicket	virgultum
brambles	virgultum
of_cornel_wood	corneus

diviner	auspex
one_who_divines_by_watching_birds	auspex
pertaining_dione	dionaeus
enter	ingredior
step_in	ingredior
lycurgus	lycurgus
thracian	thrax
banished_person	exsul
an_exile	exsul
shrink_because_of_pain	contraho
collect	contraho
antandros	antandros
undeserving	immeritus
mount_ida	ida
the_morning_star	lucifer
lucifer	lucifer
lead_away	deduco
launch	deduco
wonder	admiror
admire	admiror
assemble	adfluo
flow_to	adfluo
consume	consumo
use_up	consumo
seize	comprehendo
unite	comprehendo
arm	brachium
attempt	conor
try	conor
thin	tenuis
hold	detineo
hold_from_or_back	detineo
divine	divus
dardanis	dardanis
serve	servio
thybris	thybris
mild	lenis
kind	lenis
gentle	lenis
etruscan	lydius
lydian	lydius
of_lydia	lydius
western	hesperius
of_the_west	hesperius
plough	aro
come_out	evenio
indulge_in	indulgeo
gratify	indulgeo
remove	demo
again	iterum
gather_together	congero
captured	captivus
watch	adservo
guard	adservo
preserve	adservo
phoenix	phoenix
temple	asylum
an_asylum	asylum
place_of_refuge	asylum
advance	procedo
mount_upward	exsupero
completely_above	exsupero
greedy	edax
voracious	edax
observe	observo
watch	observo
beginning	principium
throw_towards	obiecto
return	revertor
gleaming	fulgens
lacking	desum
bend_back	reflecto
weary	lassus
tired	lassus
pathless	avius
confused	confusus
mingled	confusus
little_bit	nescioquis
some_degree	nescioquis
i_know_not_who/what	nescioquis
someone_or_other	nescioquis
render_favorable	propinquo
bring_near	propinquo
