ward_off_by_earnest_prayer	deprecor
long_suffering	patiens
green	viridans
Entellus	Entellus
till_when	quousque
until_what_time	quousque
lively	alacer
lead_in	induco
extend	protendo
stretch_forth_or_out	protendo
stretch	extendo
stretch_forth	extendo
strike	percello
of_Bebrycia	Bebrycius
or_Bithynian	Bebrycius
Bebrycian	Bebrycius
Butes	Butes
Dares	Dares
comfort	solacium
announce	propono
propose	propono
unfasten	refigo
Didymaon	Didymaon
damp	udus
wet	udus
it_moves_pity	miseret
burdensome	onerosus
declare	proclamo
cry_out	proclamo
support	adiuvo
assist	adiuvo
help	adiuvo
goodwill	favor
that_part_of_the_theater_or_circus_which_was_occupied_by_the_spectators	cavea
hollow_place	cavea
dung	fimus
mire	fimus
waver	titubo
in_doubt	titubo
make_wet	madefacio
come_rapidly_nearer	advento
shoe	calx
the_heel	calx
an_interval	intervallum
the_space_between_two_stakes	intervallum
satisfied	contentus
content	contentus
polished	teres
tapering	teres
belt	balteus
fill	circumamplector
encircle	circumamplector
Amazonian	Amazonius
ornaments	phalerae
horse_ornaments	phalerae
metal_disks	phalerae
olive	oliva
arrow	spiculum
sting	spiculum
sharp_point	spiculum
no_one	nemo
customary	adsuetus
usual	adsuetus
Panopes	Panopes
Tegean	Tegeaeus
of_Tegea	Tegeaeus
of_Arcadia	Arcadius
of_Acarnania	Acarnan
Patron	Patron
Salius	Salius
Diores	Diores
Euryalus	Euryalus
Nisus	Nisus
invite	invito
an_assembly_(others	consessus
sitting_together	consessus
grassy	gramineus
Pholoe	Pholoe
Cretan_woman	Cressa
female_slave	serva
wind_together	plico
struggle_forward_on	nixor
lean_upon_with_the_ideof_effort	nixor
restrain	retento
hold_back	retento
lame	claudus
limping	claudus
twisting	tortus
wayfarer	viator
traveler	viator
mangled	lacer
torn	lacer
half_dead	seminex
covert	obliquus
indirect	obliquus
slanting	obliquus
maimed	debilis
disabled	debilis
ribbon	taenia
crown	evincio
bind_round	evincio
crimson	Puniceus
reddish	Puniceus
wander_about	palor
struggle	conitor
lean_or_brace_one’s_self_against	conitor
Sagaris	Sagaris
Phegeus	Phegeus
defense	tutamen
means_of_protection	tutamen
concede	dono
give	dono
take_away_from	detraho
Demoleos	Demoleos
baying	latratus
barking	latratus
pant	anhelo
full_of_leaves	frondosus
river_of_Ionia	Maeander
Maeander	Maeander
crimson	purpura
purple	purpura
special	praecipuus
peculiar	praecipuus
veil	advelo
reveal	declaro
make_clear	declaro
auctioneer	praeco
herald	praeco
Portunus	Portunus
Panopea	Panopea
Phorcus	Phorcus
fling_the_ground	proicio
throw_out	proicio
cast_forth	proicio
defendant	reus
incite	instigo
goad_on	instigo
strip	spolio
brood	nidus
nest	nidus
pumice_stone	pumex
porous	latebrosus
full_of_holes	latebrosus
pole	contus
pole	trudis
covered_with_iron	ferratus
creak	crepo
rattle	crepo
run_forth_or_forward	procurro
push_up_to	suburgeo
puffing	anhelitus
hard_breathing	anhelitus
withdraw	subtraho
draw_from_beneath	subtraho
make_ashamed	pudeo
pursuing	sequax
following	sequax
Malea	Malea
striving_equal	aemulus

go_before	praeeo
vomit	revomo
vomit_back_or_up	revomo
the_top	summum
drunk	madidus
wet	madidus
moist	madidus
purple_stripe_on_the_tunic 	clavus
nail	clavus
tiller	gubernaculum
helm	gubernaculum
cast_down	deturbo
an_oar_blade	palmula
small_palm	palmula
on_the_left	laeva
Menoetes	Menoetes
director	rector
plow	sulco
leap_back_or_again	resulto
resound	consono
sound_loudly	consono
sound_at_once_or_together	consono
beating_or_blow_with_whip	verber
whip	verber
charioteer	auriga
yoked	biiugus
of_two_horse_team	biiugus
speaker's_platform	rostrum
prow	rostrum
beak	rostrum
cut	infindo

the_arm	lacertus
induce	adduco
lead_to	adduco
leap_or_spring_forth	prosilio
become_bright	nitesco
of_the_poplar_tree	populeus
seabird	mergus
gull	mergus
open_the_sun	apricus
the_northwest_wind	Caurus
Corus_or_Caurus	Caurus
Cluentius	Cluentius
Centaur	Centaurus
of_Sergius	Sergius
line	versus
threefold	triplex
Chimaera	Chimaera
Memmius	Memmius
sea_monster	pristis
enter	ineo
talent	talentum
circle	circus
bordering	finitimus
Phaëthon	Phaethon
live_coal	pruna
Acheron	Acheron

or_make_black	nigro
tutelar_deity	genius
the_birth_spirit	genius
devour	depasco
slippery	levis
smooth	levis
brightness	fulgor
flash	fulgor
lightning	fulgor
scale_of_fishes	squama
calmly	placide
gently	placide
7_each	septeni
circle	gyrus
imperative	salveo
well	salveo
bowl	carchesium
large_drinking_vessel_with_two_handles	carchesium
pure_undiluted	merus
mature	maturus
Helymus	Helymus
girdle_of_Venus	caestus
thongs_or_straps_loaded_with_lead	caestus
dyspeptic	crudus
raw	crudus
bloody	crudus
apply	adhibeo
create	genero
sire	genero
every_year	quotannis
the_set_piece_at_banquet	pompa
parade	pompa
procession	pompa
understand	deprehendo
seize	deprehendo
catch	deprehendo
respected	honoratus
yearly	annuus
of_the_year	annuus
call	advoco
summon	advoco
Crinisus	Crinisus
bear	ursa
she_bear	ursa
Libyan	Libystis
an_arrival	adventus
rise_together	consurgo
evening_star	vesper
evening	vesper
across_the_path_or_course	transversus
make_solemn_promise	spondeo
bend	obliquo
why	quianam
slip	dilabor
Dis	Dis
fly_down	devolo
dewy	roscidus
dew_covered	roscidus
condemn	damno
Proserpina	Proserpina
Iris	Iris
death	obitus
going_down	obitus
downfall	obitus
difficult	difficilis
the_elbow	cubitum
make_dry	sicco
half_alive	semianimis
breath	halitus
breathing	halitus
fraud	fraus
shout	clamo
call	clamo
fist	pugnus
talon	unguis
claw	unguis
fingernail	unguis
yelling	ululatus
wailing	lamenta
imprint	imprimo
apply_with_pressure	imprimo
excessively	nimium
very_clear	praeclarus
loosen_completely	exsolvo
frenzied	furibundus
raging	furibundus
burst_in	irrumpo
cheek	gena
mark	interfundo
besprinkle	interfundo
pour_between	interfundo
spot	macula
frantic	efferus
savage	efferus
an_undertaking	coeptum
thing_begun	coeptum
old_woman	anilis
funeral_pyre	rogus
expiatory	piaculum
an_expiation	piaculum
pertaining_river_or_stream	fluvialis
Barce	Barce
as_soon_as_possible	quam
call_down_good_or	imprecor
report	trado
hand_over	trado
implore	imploro
exiled	extorris
attack	vexo
annoy	vexo
reckless	audax
bold	audax
limit	terminus
boundary_line	terminus
gutter	trivium
crossroads	trivium
the_inferior	forus
gangway_between_the_rowing_benches_of_ship	forus

grace	decet
become	decet
adorn	decet
pertaining_ships	navalis
naval	navalis
new_comer	advena
wow	pro

yellow	flaveo
an_oarsman	remex
grow_white	albesco
mirror	speculum
Tithonus	Tithonus
eagerness	ardor
heat	ardor
burning	ardor
halter	retinaculum
that_which_holds_back	retinaculum
flashing	fulmineus
scabbard	vagina
awake	vigilo
fickle	mutabilis
changeable	mutabilis
come_on_away	heia
shine	conluceo
lighted_up	conluceo
shine_on_every_side	conluceo
wholly_shining	conluceo
incite	concito
color	color
groans	questus
moaning	questus
complaining	questus
Sychaean	Sychaeus
pertaining_Sychaeus	Sychaeus
pass	dego
lacking	expers
Pertaining_Laomedon	Laomedonteus
ruined	perditus
gratitude	gratia
influence	gratia
favor	gratia
therefore	igitur
refuse_scornfully	dedignor
laugh_at	irrideo
one_who_asks	procus

place_one’s_self_in_or_upon_thing	insisto
wave	fluctuo
still	silens
bramble	dumus
melodious	liquidus
liquid	liquidus
clear	liquidus
loosen	recingo

mill	mola
carry_off	praeripio
snatch	praeripio
pubescent	pubens
harvest	meto
sickle	falx
scythe	falx
Avernian	Avernus
of_Avernus	Avernus
Hecate	Hecate
of_threefold_birth	tergeminus
Chaos	Chaos
the_future	futurum
funereal	funereus
fringe	praetexo
weave_in_front	praetexo
paleness	pallor
couch	lectus
bed	lectus
funeral_pile	pyra
or_magicians	magicus
pertaining_magi	magicus
the_poppy	papaver
sleep_bearing	soporifer
Hesperis	Hesperis
fitting	aptus
appropriate	aptus
fitted_to	aptus
Ethiopian	Aethiops
of_or_belonging_Ethiopia	Aethiops

wish_joy_to	grator
decide	decerno
determine	decerno
conceive	concipio
produce	concipio
Dira	Dira
Thebes	Thebae
Pentheus	Pentheus
Eumenides	Eumenides
terrify	horrifico
make_shudder	horrifico
make_rough	horrifico
terrifying	terribilis
prediction	praedictum
thing_foretold	praedictum
owl	bubo
pertaining_the_dead	feralis
fleece	vellus
marble	marmor
grow_dark	nigresco
become_or_turn_black	nigresco
incense_burning	turicremus
it_makes_tired	taedet
steady	assiduus
established	assiduus
cover	consterno
strew_over	consterno
from_there	illinc
blast	flatus
wind	flatus
blowing	flatus
pertaining_the_Alps	Alpinus
old	annosus
aged	annosus
stop	obstruo
build_before_or_against	obstruo
pile_on	cumulo
heap_up	cumulo
space	spatium
pluck_out	revello
pull_back	revello
take_an_oath	iuro
swear	iuro
Aulis	Aulis
unacquainted_with	inexpertus
chastise	castigo
crops	frumentum
grain	frumentum
thrust	trudo
large	grandis
full_grown	grandis
path	callis
carry	convecto
pile	acervus
heap	acervus
spelt	far
an_ant	formica
depart	migro
go	migro
unfashioned	infabricatus
unwrought	infabricatus
anoint	unguo
persist	exsequor
accomplish	exsequor
follow	exsequor

cause_totter_or_waver	labefacio
of_marble	marmoreus
sink_down	conlabor
fail	conlabor
slip_or_fall_together	conlabor
separate	seduco
lead_apart_or_away	seduco
punishment	supplicium
refute	refello
disparage	refello
stir_up	sollicito
seer	augur
prefer	antefero
bear_before	antefero
whether	num
reserve	reservo
tiger	tigris
of_or_from_Hyrcanus	Hyrcanus
Caucasus	Caucasus
voluntarily	sponte
complaint	querela
cease	desino
leave_off	desino
act_illegally	fraudo
cheat	fraudo
defraud	fraudo
remind	admoneo
admonish	admoneo
fiery	igneus
hide	operio
cover	operio
Gryneian	Gryneus
of_Gryni	Gryneus
rebuilt	recidivus
returning	recidivus
falling_back	recidivus
free_will	spons
theft	furtum
spirit	spiritus
breath	spiritus
Elissae	Elissa
it_disgusts	piget
deserve	promereor
merit_for_one's_self_by_favors_given	promereor
enumerate	enumero
count_out_or_completely	enumero
press	obnitor
advice	monitum
counsel	monitum
an_admonition	monitum
entirely	omnino
very_small	parvulus
twig	suboles
shoot	suboles
destroy	destruo
since	quoniam
ready_die	moribundus
nomas	nomas
because_of	propter
another's	alienus
unrelated	alienus
strange	alienus
withdraw	decedo
move_away	decedo
false	perfidus
treacherous	perfidus
faithless	perfidus
Cithaeron	Cithaeron
nocturnal	nocturnus
the_rites_of_Bacchus	orgia
triennial	trietericus
rouse	stimulo
spur	stimulo
Thyias	Thyias
poor	inops
lacking	inops
movement	motus
motion	motus
feel_beforehand	praesentio
perform	facesso
do_effectively	facesso
swifter	ocior
Mnestheus	Mnestheus
weigh_or_consider_one_thing_after_another	alterno
alternate_by_turns	alterno
do_by_turns	alterno
there	illuc
origin	exordium
beginning	exordium
address	adfatus
speaking_to	adfatus
encompass	ambio
aim_at	ambio
strive_for	ambio
go_round	ambio
an_admonition	monitus
silent	obmutesco
become_speechless_or_dumb	obmutesco
disappear	evanesco
heir	heres
leisure	otium
use_up	tero
wear_away	tero
rub	tero
commission	mandatum
order	mandatum
subservient_wife	uxorius
pertaining_wife	uxorius
web	tela
cloak	laena
an_upper_garment	laena

sharp_pointed_shellfish_from_which_was_obtained_the_Tyrian_purple	murex
the_murex_or_purple_fish	murex
jasper	iaspis
precious_stone_of_greenish_hue	iaspis

stud_with_stars	stello
cover_over_with_stars	stello
renew	novo
make_new	novo
found	fundo
sole_of_the_foot	planta
twig	planta
sprout	planta
winged	alatus
sandy	harenosus
abounding_in_fish	piscosus
bird	avis
Cyllenian	Cyllenius
ice	glacies
old_man	senex
snow	nix
pine_bearing	pinifer
constantly	adsidue
perpetually	adsidue
reinforce	fulcio
fortify	fulcio
strengthen	fulcio
swim_or_sail_across	trano
fould	turbidus
confused	turbidus
leaning_on	fretus

unseal	resigno
the_underworld	Tartarus
Tartarus	Tartarus
the_infernal_regions	Tartarus
summon	evoco
call_out	evoco
stick	virga
blast	flamen
gust	flamen
winged_sandals	talaria
sandals	talaria
sum	summa
peak	summa
envy	invideo
heavy	gravidus
claim	vindico
for_this_reason	ideo
Mercurius	Mercurius
plunder	raptum
damp	madeo
wet	madeo
turban	mitra
headband	mitra
chin	mentum
of_Maeonia	Maeonius
suite	comitatus
an_accompanying_or_following	comitatus
half_man	semivir
payment	pretium
value	pretium
price	pretium
little	exiguus
small	exiguus
affright	terrifico
Lenaeus	Lenaeus
Mauretanian	Maurusius
Moorish	Maurusius
harsh	amarus
bitter	amarus
rumor	rumor
bloom	floreo
watch	excubiae
the_keeping_of_watch	excubiae
of_the_Garamantes	Garamantis
Garamantian	Garamantis
Zeus_Ammon	Hammon
pile_up	aggero

sway_(opinions	detorqueo
turn_aside	detorqueo
turn_away	detorqueo
unworked	infectus
not_done	infectus
manifold	multiplex
having_many_folds	multiplex
messenger	nuntia
tenacious	tenax
crooked	pravus
falsehood	fictum
affright	territo
fill_with_alarm	territo
of_the_eyes	declino
turn_down_or_away	declino
raise_up	subrigo
agile	pernix
bear	progigno
beget	progigno
Coeus	Coeus
maintain	perhibeo
hold_persistently	perhibeo
exasperate	inrito
seek_in_addition	adquiro
swiftness	mobilitas
moveableness	mobilitas
fast	velox
protect	praetego
cover_over	praetego
furtive	furtivus
secret	furtivus
shine	fulgeo
bridal_	pronuba
presiding_over_marriage	pronuba
aiding_in_marriage_rites	pronuba
go_by	praetereo
dusty	pulverulentus
covered_with_dust	pulverulentus
broad	patens
open	patens
goatish_smell	capra
she_goat	capra
shine_forth	eniteo
of_or_from_the_Agathyrsi	Agathyrsus
Dryopes	Dryopes
Cretan	Cres
come	inviso
maternal	maternus
Delos	Delos
stream	fluentum
Lycia	Lycia
clasp	fibula
bind	nodo
tie_with_knot	nodo
border	limbus
_horse	sonipes
delay	cunctor
keen_scented	odorus
horseman	eques
Libyan	Massylus
Massylian	Massylus
hunting_spear	venabulum
snare	plaga
net	plaga
trap	rete
net	rete
brightness	iubar
find_out	reperio
laugh	rideo
against	adversor
desire	voluntas
thunder	tonitrus
pour_inor_upon	infundo
toils	indago
an_inclosing_or_surrounding_of_the_woods_with_the_hunting_nets	indago
hail	grando
black	nigrans
beam	radius
ray	radius
Titan	Titan
rising	ortus
birth	ortus
pertaining_tomorrow	crastinus
go_hunting	venor
hunt	venor
brought_together	confio
approve	probo
prefer	malo
deny	abnuo
refuse	abnuo
pertaining_dowry	dotalis
agree	paciscor
feel	persentio
feel_deeply	persentio
as_soon_as	simulac
interrupt	interrumpo
break_asunder	interrumpo
defense	propugnaculum
in_turn	vicissim
stick	harundo
reed	harundo
fatal	letalis
deadly	letalis
pasture	saltus
fleeting	volatilis
able_fly	volatilis
Cretan	Cressus
hind	cerva
middle	medulla
marrow	medulla
eat	edo
entrails	exta
plan	consulo
consult	consulo
inspect	inhio
gape_at_or_over	inhio
walk_about	spatior
cow	vacca
law_bringing	legifer
hoe	bidens
mattock	bidens
set_on_fire	inflammo
ignite	inflammo
ample	impensus
yielding	tractabilis
indulgent	tractabilis
rainy	aquosus
abounding_in_water	aquosus
rage	desaevio
rage_furiously	desaevio
bind	innecto
of_or_from_the_Barcaei	Barcaeus
thirst	sitis

unfriendly	inhospitus
riding_without_bridle	infrenus
unbridled	infrenus
Numidian	Numida
that_can_not_surmounted	insuperabilis
Gaetulus	Gaetulus
fight	pugno
agreeable	placitus
Africa	Africa
Iarbas	Iarbas
continuous	perpetuus
decency	pudor
Erebus	Erebus
pale	palleo
force_to	adigo
drive_to	adigo
feeling	sensus
fraternal	fraternus
succumb	succumbo
fall_down	succumbo
torch	taeda
it_wearies	pertaedet
yoked	iugalis
accuse	arguo
declare	arguo
dream	insomnium
sleeplessness	insomnium
Anna	Anna
sound	sanus
of_one_mind	unanimus
vein	vena
recount	renarro
relate_again	renarro
relief	levamen
an_alleviation	levamen
joyless	inlaetabilis
Drepanum	Drepanum
of_Lilybaeum	Lilybeius
Selinus	Selinus
full_of_palm_trees	palmosus
breeder	generator
one_who_begets	generator
display	ostento
Acragas	Acragas
Gela	Gela
of_Gela	Gelous
belonging_Gela	Gelous
Camarina	Camarina
inscribe	rado
scratch	rado
shave	rado
projecting	proiectus
Helorus	Helorus
stagnant	stagno
very_fat	praepinguis
pour_together	confundo
Arethusa	Arethusa
beneath	subter
below	subter
Elis	Elis
Alpheus_River	Alpheus
stormy	undosus
billowy	undosus
Plemyrium	Plemyrium
stretch_forth	praetendo
hold_out_before	praetendo
Sicanian	Sicanus
Sicilian	Sicanus
back	retrorsus
backwards	retrorsus
pass_by	relego
gather_again	relego
Thapsus	Thapsus
of_or_belonging_Megara	Megarus
Pantagias	Pantagias
pass	praetervehor
go_by	praetervehor
the_god_of_the_North_Wind	Boreas
sail	linteum
sailcloth	linteum
napkin	linteum
linen_cloth	linteum
cypress	cyparissus
cone_bearing	conifer
an_oak_tree	quercus
Aetnaean	Aetnaeus
of_Aetna	Aetnaeus
call_forth	excio
rouse_up_or_forth	excio
summon	excio
roar	immugio
bellow_within	immugio
powerful	potis
power	potestas
grasp_at	adfecto
strive_after	adfecto
cut	incido
cut_upon	incido
cut_into	incido
gnash	infrendeo
wash	lavo
running	fluidus
flowing	fluidus
solace	solamen
means_of_consoling	solamen
pleasure	voluptas
sheep	ovis
pine_tree	pinus
stripped_of_its_branches	truncus
take_away	adimo
more	potius
rather	potius
sell	addico
pronounce_for	addico
look_at	conlustro
cast_light_upon	conlustro
the_cornel_cherry_or_cornel_berry	cornum
stony	lapidosus
pearl	baca
berry	baca
tremble	tremesco
begin_tremble	tremesco
the_national_lustrum_or_atoning_sacrifice	lustrum
purifying_atonement	lustrum
commonly	vulgo
squeeze	presso
press_hard	presso
wool_bearing	laniger
Polyphemus	Polyphemus
light	lampas
pertaining_Phoebeus_or_Apollo	Phoebeus
wild	torvus
stern	torvus
mix_together	commisceo
bend	inflecto
moreover	quidem
with_impunity	impune
tooth	dens
chew	mando
swim	nato
sprinkle_upon	aspergo
easy_approached	adfabilis
Adamastus	Adamastus
Achaemenides	Achaemenides
put_down	depono
pledge	pignus
plunge_into	immergo
of_Danaus	Danaus
lead/take_away	abduco
breathable	spirabilis
vital	spirabilis
terrify	conterreo
frighten_greatly	conterreo
little	paulum

thorn	spina
dirt	inluvies
that_which_is_deposited_by_washing	inluvies
mode_of_life	cultus
dress	cultus
civilization	cultus
cultivation	cultus
finish	conficio
emaciation	macies
remove	dimoveo
move_apart_or_away	dimoveo
moist	umeo
wet	umeo
the_dawn_god	Eous
Eous	Eous
gloomy	intempestus
unpleasant	intempestus
unseasonable	intempestus
rain_clouds	nubila
starry	sidereus
heaven	aethra
serene_sky	aethra
the_cloudless_air	aethra
shining	lucidus
bright	lucidus
cover	subtexo
veil_or_cover_from_below	subtexo
weave_beneath	subtexo
tremble	intremo
whenever	quotiens
how_many_times	quotiens
forge	caminus
furnace	caminus
stove	caminus
half_burned	semustus
Enceladus	Enceladus
boil_up	exaestuo
melt	liquefacio
dissolve	liquefacio
vomit	eructo
belch_out	eructo
globe	globus
any_body_of_spherical_form	globus
ashes	favilla
brillant	candeo
shine	candeo
of_pitch	piceus
pitch_black	piceus
thunder	tono
going_near_to	accessus
Cyclops	Cyclops

moist_with_dew	roro
dash_forth	elido
kill	elido
crush	elido
sink_down	desido
troop	cohors
band	cohors
cohort	cohors
send_forth_loud	rudo
undoubtedly	nimirum
hit	pulso
Aetna	Aetna
Scylaceum	Scylaceum
shipwrecking	navifragus
Caulon	Caulon
of_Lacinium	Lacinius
Tarentum	Tarentum
Herculean	Herculeus
of_Hercules	Herculeus
Graiugena	Graiugena
sail_yard	antenna
turn_towards	obverto
connected	continuus
with_resounding_arms	armisonus
of_one_mind	concors
reins	frenum
bridle	frenum
horse	quadrupes
on_all_fours	quadrupes
four_footed	quadrupes
become_accustomed	suesco
snowy	nivalis
shining	candor
turreted	turritus
craggy_or_pointed_rock	cautes
spray	aspargo
sprinkling_upon	aspargo
bend	curvo
south_eastern	Eurous
become_frequent	crebresco
greet	saluto
humble	humilis
begin_glow	rubesco
grow_or_turn_red	rubesco
stand_firm	consto
remain_unchanged	consto
agree	consto
censure	noto
sign	noto
mark	noto
hunt_for_legacies	capto
seize	capto
slow	segnis
hour	hora
overshadow	umbro
Ceraunia	Ceraunia
near_by_birth	cognatus
finish	perago
appear	oborior
arise	oborior
growing_up	pubesco
of_the_same_age	aequalis
equal	aequalis
woven	textilis
mantle_or_cloak_of_woolen_cloth	chlamys
the_cross_thread	subtemen
that_which_is_woven_under_or_passed_under_or_across_the_warp_in_weaving	subtemen
embroidered	picturatus
adorned_with_painting	picturatus
departure	digressus
going_away	digressus
beyond	ultra
necessary	necesse
glide	praeterlabor
seize	arripio
snatch	arripio
Ausonia	Ausonia
consider_worthy	digno
supply	suppleo
fill_up	suppleo
crest	crista
the_metallic_point_or_apex_of_helmet	conus
cone	conus
triple	trilix
of_three_threads	trilix
hook	hamus
hauberk	lorica
corselet_of_any_material	lorica
leather_corselet	lorica
kettle_or_caldron	lebes
Dodonaean	Dodonaeus
of_Dodona	Dodonaeus
control	impero
command	impero
elephant	elephantus
willing	volens
loss	dispendium
expenditure	dispendium
Sibylla	Sibylla
without_advice	inconsultus
situation	situs
fly_around	volito
but_indeed	verum
transcribe	describo
describe	describo
note	nota
mark	nota
Avernus	Averna
of_Cumae	Cumaeus
Cumaean	Cumaeus
the_three_cornered_land	Trinacria
willing	libens
foresight	prudentia
resound	resono
dog	canis
deprived_of_beauty	informis
shapeless	informis
once	semel
how	quam
as	quam
than	quam
turn_far_round	circumflecto
bend_around	circumflecto
Pachynum	Pachynus
coda	cauda
the_tail	cauda
dolphin	delphinus
semonster	pistrix
next	posterus
stretch_or_thrust_forth	exserto
hold_together	cohibeo
beat	verbero
flog	verbero
whip	verbero
one_after_the_other	alternus
erect	erigo
set_up	erigo
absorb	sorbeo
suck	sorbeo
an_abyss	barathrum
Charybdis	Charybdis
unappeased	implacatus
Scylla	Scylla
flow_between	interluo
wash_between	interluo
separate	diduco
draw_apart	diduco
tear_off	abscindo
rent_asunder	dissilio
burst_asunder	dissilio
spring_apart	dissilio
age	vetustas
remote	longinquus
circle	circuitus
circuit	circuitus
Pelorus	Pelorus
open	raresco
part_or_begin_stand_open	raresco
become_thin	raresco
bring_to	admoveo
move_to	admoveo
pure	castus
cover_up	adoperio
across	trans
Petelia	Petelia
Philoctetes	Philoctetes
of_Meliboea	Meliboeus
Cretan	Lyctius
Lyctian	Lyctius
of_Lyctus	Lyctius
of_or_from_the_Sallentini	Sallentinuus
of_or_from_Locri	Locrus
Locrian	Locrus
of_Naryx	Narycius
repose	requies
lie	recubo
extended	recubo
recline	recubo
lying_back_or_down	recubo
the_holm_oak	ilex
of_the_seashore	litoreus
littoral	litoreus
worried	sollicitus
Circe	Circe
Aeaean_or_Colchian	Aeaeus
of_Aeae	Aeaeus
that_which_lies_beneath	infernus
lower	infernus
of_oars	lento
make_flexible	lento
welcoming	hospitus
that	quo
authority	auspicium
divination	auspicium
prevail_upon	exoro
entreat	exoro
pray_effectually	exoro
denounce	denuntio
prognostic	prodigium
treasured_up	repositus
replaced	repositus
successful	prosper
auspicious	prosper
favorable	prosper
fleet	praepes
swift	praepes
hastening_before	praepes
Clarian	Clarius
of_Claros	Clarius
tripod	tripus
three_footed_vessel_or_seat	tripus
mediator	interpres
an_agent_between_parties	interpres
of_Trojan_descent	Troiugena
beg	quaeso
linen	carbasus
fill	inflo
blow_into	inflo
middle	medium
enjoy	fruor
stream	rivus
brook	rivus
in_vain	incassum
maternal_uncle	avunculus
manly	virilis
anyone_anything	ecquid
whether_any	ecquis
who	quisnam
Chaon	Chaon
Chaonia	Chaonia
Orestes	Orestes
bear_or_convey_across_or_over	transmitto
send_across	transmitto
Spartan	Lacedaemonius
Lacedaemonian	Lacedaemonius
Hermione	Hermione
pertaining_Leda	Ledaeus
give_birth_to	enitor
strive	enitor
struggle	enitor
haughtiness	fastus
Achillean	Achilleus
of_Achilles	Achilleus
bed	cubile
couch	cubile
master	erus
an_owner	erus
allotment	sortitus
drawing_of_lots	sortitus
hostile	hostilis
modest	demissus
hanging_down	demissus
eject	deicio
throw_down	deicio
gape	hisco
bring_to	affero
warmth	calor
alarm	exterreo
frighten	exterreo
turf	caespes
go_forward	progredior
husband	maritus
Helenus	Helenus
Priamides	Priamides
anticipate	occupo
seize	occupo
incredible	incredibilis
Buthrotum	Buthrotum
Chaonian	Chaonius
of_Chaonia	Chaonius
Epiros_or_Epirus	Epiros
put_out_of_sight	abscondo
Phaeaces	Phaeaces
pertaining_the_air	aerius
thwart	transtrum
cross_timber	transtrum
equipment	gestamen
that_which_is_carried	gestamen
raise	aspero
make_rough	aspero
icy	glacialis

roll_round	circumvolvo
place_for_wrestling_or_exercise	palaestra
olive_oil	oleum
game	ludus
pertaining_Actium	Actius
unhoped_for	insperatus
throw	iacio
dread	formido
in_dread	formido
point	cacumen
Leucat	Leucates
then	mox
soon	mox
execrate	exsecror
curse_bitterly	exsecror
mother	altrix
nurse	altrix
of_Laertes	Laertius
Ithaca	Ithaca
Neritos	Neritos
Same	Same
Dulichium	Dulichium
Zacynthus	Zacynthus
woody	nemorosus
helmsman	gubernator
tear_down	deripio
snatch_away	deripio
battlements	minae
threats	minae
beg	exposco
ask_importunately	exposco
cold	derigesco
grow_completely_stiff	derigesco
feather	penna
wing	penna
cheek	mala
consume	ambedo
eat_round	ambedo
before	antequam
fury	furia
foretell	praedico
say_beforehand	praedico
Laomedontiades	Laomedontiades
bullock	iuvencus
young_bull	iuvencus
lofty	praecelsus
very_high	praecelsus
half_eaten	semesus
down	pluma
feather	pluma
ill_boding	obscenus
filthy	obscenus
Misenus	Misenus
watch_tower	specula
lookout	specula
distribute	dispono
arrange	dispono
place	dispono
proclaim	edico
make_known	edico
vile	taeter
disagreeable	taeter
foul	immundus
unclean	immundus
touch	contactus
touching_together_or_upon	contactus
fear_inducing	horrificus
terrible	horrificus
banquet	epulor
raise	exstruo
erect	exstruo
build_up	exstruo
pertaining_goats	caprigenus
enter	intro
excrement	proluvies
flowing_forth	proluvies
foul	foedus
bird	volucris
pertaining_Styx	Stygius
Stygian	Stygius
pertaining_Phineus	Phineius
Harpyia	Harpyia
Celaeno	Celaeno
Ionian	Ionius
Ionic	Ionius
Strophades	Strophades
sailor	nauta

rise_to	insurgo
4th	quattuor
4	quattuor
mist	caligo
Palinurus	Palinurus
determine	discerno
distinguish_one_thing_from_another	discerno
make_cuts	aufero
take_away	aufero
sprinkle	dispergo
continuously	continuo
immediately	continuo
of_the_sea	inhorresco
rough	inhorresco
above	supra
celebrate_an_ovation	ovo
shout	ovo
stretch	portendo
cheat	decipio
deceive	decipio
accomplish	perficio
complete	perficio
on_the_back	supinus
vision	visum
astonished	attonitus
of_Dicte	Dictaeus
Italian	Ausonius
Ausonius	Ausonius
Corythus	Corythus
doubt	dubito
hesitate	dubito
Iasius	Iasius
Dardanus	Dardanus
Delian	Delius
of_Delos	Delius
traverse	permetior
measure_completely	permetior
confer	defero
report	defero
carry_away	defero
insert	insero
fasten_or_put_in	insero
animal	animal
pray	precor
beg	precor
wither	areo
dry	areo
Sirius	Sirius
unfruitful	sterilis
unproductive	sterilis
death_bringing	letifer
pestilence	lues
pitied	miserandus
dragging	tractus
emaciated	tabidus
melting_away	tabidus
occupied_with	operor
work	operor
almost	fere
fireplace	focus
love	amo

glide_to	adlabor
Curetes	Curetes
ancestor	proavus
great_grandfather	proavus
struggle	certamen
contest	certamen
of_ships	nauticus
sow_or_plant	consero
Cyclades	Cyclades
Paros	Paros
Olearos	Olearos
Donus	Donusa
Naxos	Naxos
rage	bacchor
revel	bacchor
Ortygia	Ortygia
Idomeneus	Idomeneus
paternal	paternus
white	albus
due	meritus
deserved	meritus
